Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Organisation URI,:@computed_region_hxwp_gyfc,:@computed_region_6i9a_26nj
Yin,Seven Dials Market,Earlham Street,,WC2H 9LX,7844,Takeaway/sandwich shop,1208694,FHRS,5,5,5,5,14/11/2019,False,197448,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530154,181124,-0.12571,51.514058,Unknown,12/01/2020,"(51.514058, -0.12571)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Michael Loizou,,68 Cleveland Street,,W1T 6LX,7,Distributors/Transporters,976279,FHRS,,,,Exempt,26/05/2017,False,80908,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529128,181962,-0.140175,51.521824,Unknown,12/01/2020,"(51.521824, -0.140175)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Bang Bang Vietnamese Canteen,,53 Warren Street,,W1T 5NL,1,Restaurant/Cafe/Canteen,426057,FHRS,5,10,5,4,10/09/2019,False,65290,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529120,182222,-0.140196,51.524161,Unknown,12/01/2020,"(51.524161, -0.140196)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Shreeji Stores,,20 Museum Street,,WC1A 1JN,4613,Retailers - other,425378,FHRS,15,10,20,1,12/11/2018,False,55025,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530167,181493,-0.125387,51.517363,Unknown,12/01/2020,"(51.517363, -0.125387)",http://opendatacommunities.org/id/london-borough-council/camden,11,77
84 West Brasserie & Grill,,82-84 Cricklewood Broadway,,NW2 3EL,4613,Retailers - other,1152039,FHRS,10,10,10,3,30/05/2019,False,196303,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524027,185477,-0.212429,51.554557,Unknown,12/01/2020,"(51.554557, -0.212429)",http://opendatacommunities.org/id/london-borough-council/camden,5,31
Mag One,,68 Rosslyn Hill,,NW3 1ND,4613,Retailers - other,978058,FHRS,0,10,5,4,13/06/2017,False,3226,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526696,185622,-0.1739,51.555268,Unknown,12/01/2020,"(51.555268, -0.1739)",http://opendatacommunities.org/id/london-borough-council/camden,8,53
Brookfield School,Brookfield Primary School,Chester Road,,N19 5DH,7845,School/college/university,426214,FHRS,5,5,5,5,24/06/2019,False,6944,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528673,186576,-0.145035,51.563393,Unknown,12/01/2020,"(51.563393, -0.145035)",http://opendatacommunities.org/id/london-borough-council/camden,10,67
Sainsbury's Supermarkets Ltd,Unit 8,6-17 Tottenham Court Road,,W1T 1BE,7840,Retailers - supermarkets/hypermarkets,424627,FHRS,0,5,5,5,09/07/2019,False,28761,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529739,181500,-0.131536,51.517533,Unknown,12/01/2020,"(51.517533, -0.131536)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Hawramen Cafe,,38 Chalk Farm Road,,NW1 8AJ,1,Restaurant/Cafe/Canteen,1059186,FHRS,5,10,5,4,24/04/2019,False,194691,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528516,184294,-0.148147,51.542913,Unknown,12/01/2020,"(51.542913, -0.148147)",http://opendatacommunities.org/id/london-borough-council/camden,9,63
Davids Newsagent,,147 Queen's Crescent,,NW5 4ED,4613,Retailers - other,425113,FHRS,5,5,5,5,16/07/2018,False,48030,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528220,185053,-0.152136,51.54981,Unknown,12/01/2020,"(51.54981, -0.152136)",http://opendatacommunities.org/id/london-borough-council/camden,7,50
Tesco Stores Ltd,,10-16 Goodge Street,,W1T 2QB,7840,Retailers - supermarkets/hypermarkets,423677,FHRS,0,5,0,5,27/07/2017,False,10501,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529529,181769,-0.134461,51.519997,Unknown,12/01/2020,"(51.519997, -0.134461)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Montessori Garden Nursery,Nursery And Premises At Ground Floor Rear,7 Dowdney Close,,NW5 2BP,7845,School/college/university,1125769,FHRS,5,5,5,5,21/03/2019,False,194642,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529343,185131,-0.135906,51.550248,Unknown,12/01/2020,"(51.550248, -0.135906)",http://opendatacommunities.org/id/london-borough-council/camden,12,84
Oriental taste,,33-35 Laystall Street,,EC1R 4PQ,7844,Takeaway/sandwich shop,424287,FHRS,5,5,10,4,22/03/2018,False,21792,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531034,182096,-0.112675,51.522582,Unknown,12/01/2020,"(51.522582, -0.112675)",http://opendatacommunities.org/id/london-borough-council/camden,11,76
Monmouth Coffee Co,,27 Monmouth Street,,WC2H 9DD,4613,Retailers - other,424326,FHRS,5,0,0,5,29/10/2019,False,21983,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530080,181151,-0.126753,51.514309,Unknown,12/01/2020,"(51.514309, -0.126753)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Kingsgate Resource Centre,208 Webheath,Netherwood Street,,NW6 2JU,1,Restaurant/Cafe/Canteen,424335,FHRS,0,5,5,5,10/09/2018,False,22097,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525065,184470,-0.197823,51.545269,Unknown,12/01/2020,"(51.545269, -0.197823)",http://opendatacommunities.org/id/london-borough-council/camden,13,90
Biggie Best,,65 South End Road,,NW3 2QB,4613,Retailers - other,1152025,FHRS,10,10,20,1,20/05/2019,False,196026,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527181,185697,-0.166881,51.555824,Unknown,12/01/2020,"(51.555824, -0.166881)",http://opendatacommunities.org/id/london-borough-council/camden,8,55
The Bow Belly,Eton Avenue Street Market,Eton Avenue,,NW3 3EL,7844,Takeaway/sandwich shop,1036597,FHRS,5,5,5,5,21/02/2018,False,194271,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527398,184511,-0.164182,51.545117,Unknown,12/01/2020,"(51.545117, -0.164182)",http://opendatacommunities.org/id/london-borough-council/camden,1,4
Holiday Inn London Camden lock,,30 Jamestown Road,,NW1 7BY,7842,Hotel/bed & breakfast/guest house,424910,FHRS,0,5,0,5,30/09/2019,False,39869,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528669,184004,-0.146048,51.540272,Unknown,12/01/2020,"(51.540272, -0.146048)",http://opendatacommunities.org/id/london-borough-council/camden,3,21
Great Wall,,92 Queen's Crescent,,NW5 4DY,7844,Takeaway/sandwich shop,1042617,FHRS,10,15,10,2,13/11/2018,False,181120,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528286,185068,-0.15118,51.549921,Unknown,12/01/2020,"(51.549921, -0.15118)",http://opendatacommunities.org/id/london-borough-council/camden,9,60
Kiera News,,104 Charing Cross Road,,WC2H 0JN,4613,Retailers - other,425282,FHRS,0,5,5,5,22/01/2018,False,53234,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529893,181153,-0.129459,51.514379,Unknown,12/01/2020,"(51.514379, -0.129459)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Little Thai,,85b Fleet Road,,NW3 2QY,1,Restaurant/Cafe/Canteen,922958,FHRS,5,0,10,4,22/11/2017,False,182575,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527330,185495,-0.164806,51.553975,Unknown,12/01/2020,"(51.553975, -0.164806)",http://opendatacommunities.org/id/london-borough-council/camden,8,57
Top Wok,,74 Cricklewood Broadway,,NW2 3EP,4613,Retailers - other,1109867,FHRS,15,10,20,1,20/02/2019,False,195520,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524049,185446,-0.212123,51.554265,Unknown,12/01/2020,"(51.554265, -0.212123)",http://opendatacommunities.org/id/london-borough-council/camden,5,31
Bisou,,149 King's Cross Road,,WC1X 9BN,1,Restaurant/Cafe/Canteen,426231,FHRS,10,5,10,3,07/06/2018,False,69733,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530746,182909,-0.116522,51.529955,Unknown,12/01/2020,"(51.529955, -0.116522)",http://opendatacommunities.org/id/london-borough-council/camden,14,97
M&S Simply Food,Kings Cross Railway Station,Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,426374,FHRS,5,5,5,5,19/06/2019,False,72583,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Ottugi,,232 Shaftesbury Avenue,,WC2H 8EG,1,Restaurant/Cafe/Canteen,1097468,FHRS,10,5,10,3,19/06/2019,False,196099,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530137,181427,-0.125844,51.516777,Unknown,12/01/2020,"(51.516777, -0.125844)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Starbucks Coffee Co,Lock Keepers Cottage,289 Camden High Street,,NW1 7BX,1,Restaurant/Cafe/Canteen,426526,FHRS,5,5,0,5,07/06/2017,False,935,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528715,184093,-0.145352,51.54107,Unknown,12/01/2020,"(51.54107, -0.145352)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Duck Duck Goose,"Unit 5-6, New College Parade",Finchley Road,,NW3 5EP,1,Restaurant/Cafe/Canteen,1059176,FHRS,10,10,0,4,22/10/2019,False,183746,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526538,184502,-0.17658,51.545229,Unknown,12/01/2020,"(51.545229, -0.17658)",http://opendatacommunities.org/id/london-borough-council/camden,6,42
Waney's Foodstore,,23 Theobald's Road,,WC1X 8SL,4613,Retailers - other,423745,FHRS,10,10,10,3,08/03/2017,True,11467,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530708,181833,-0.117469,51.520294,Unknown,12/01/2020,"(51.520294, -0.117469)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Holy Trinity School,Holy Trinity Primary School,Trinity Walk,,NW3 5SQ,7845,School/college/university,424416,FHRS,0,0,0,5,08/01/2018,False,22674,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526418,184605,-0.178259,51.546189,Unknown,12/01/2020,"(51.546189, -0.178259)",http://opendatacommunities.org/id/london-borough-council/camden,6,42
Al- Habiib Food Centre,,100 Queen's Crescent,,NW5 4DY,4613,Retailers - other,688210,FHRS,10,10,10,3,27/03/2018,False,80883,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528287,185072,-0.151159,51.549963,Unknown,12/01/2020,"(51.549963, -0.151159)",http://opendatacommunities.org/id/london-borough-council/camden,9,60
Millie's cookies,,169 Euston Road,,NW1 2AE,4613,Retailers - other,1214106,FHRS,,,,Exempt,03/12/2019,False,197304,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529704,182533,-0.131674,51.526816,Unknown,12/01/2020,"(51.526816, -0.131674)",http://opendatacommunities.org/id/london-borough-council/camden,2,11
Lola's Cupcakes,"Western Ticket Hall, Kings Cross And St Pancras Underground Station",Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,925808,FHRS,0,0,0,5,01/11/2016,False,80919,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Noize,,39 Whitfield Street,,W1T 2SF,1,Restaurant/Cafe/Canteen,1029693,FHRS,15,5,10,2,16/07/2019,False,194116,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529486,181789,-0.135087,51.520188,Unknown,12/01/2020,"(51.520188, -0.135087)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Isolabella,,45-46 Red Lion Street,,WC1R 4PF,1,Restaurant/Cafe/Canteen,423761,FHRS,5,10,5,4,02/11/2017,False,11862,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530699,181805,-0.117608,51.520053,Unknown,12/01/2020,"(51.520053, -0.117608)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Sun Hin,,3 Fortess Road,,NW5 1AA,7844,Takeaway/sandwich shop,424204,FHRS,10,10,10,3,20/11/2017,False,21015,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528967,185337,-0.141265,51.552183,Unknown,12/01/2020,"(51.552183, -0.141265)",http://opendatacommunities.org/id/london-borough-council/camden,12,80
Stake Haus,West Yard,Camden Lock Place,,NW1 8AF,7844,Takeaway/sandwich shop,939470,FHRS,10,10,10,3,29/05/2019,False,182901,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528626,184094,-0.146635,51.54109,Unknown,12/01/2020,"(51.54109, -0.146635)",http://opendatacommunities.org/id/london-borough-council/camden,3,21
Calthorpe Garden Cafe,,258-274 Gray's Inn Road,,WC1X 8LH,1,Restaurant/Cafe/Canteen,1054001,FHRS,0,10,10,4,17/10/2019,False,180769,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530658,182560,-0.117919,51.526839,Unknown,12/01/2020,"(51.526839, -0.117919)",http://opendatacommunities.org/id/london-borough-council/camden,14,99
Palms of Goa,,12 Charlotte Street,,W1T 2LU,1,Restaurant/Cafe/Canteen,423664,FHRS,25,25,30,0,06/08/2019,False,10369,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529535,181596,-0.134453,51.518443,Unknown,12/01/2020,"(51.518443, -0.134453)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Clipper Catering,,,,,7846,Mobile caterer,973274,FHRS,0,0,0,5,02/04/2019,False,59856,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Bubble Mania,Inverness Street Market,Inverness Street,,NW1 7HJ,7844,Takeaway/sandwich shop,1079385,FHRS,5,5,5,5,15/09/2018,False,183817,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528805,183937,-0.144113,51.539639,Unknown,12/01/2020,"(51.539639, -0.144113)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Cabana,Unit 9,7 Central Saint Giles Piazza,,WC2H 8AB,1,Restaurant/Cafe/Canteen,426305,FHRS,5,5,5,5,05/11/2018,False,71368,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529931,181090,-0.128929,51.513803,Unknown,12/01/2020,"(51.513803, -0.128929)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Spearmint Rhino,,161 Tottenham Court Road,,W1T 7NN,7843,Pub/bar/nightclub,424817,FHRS,0,0,0,5,17/10/2018,False,35419,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529378,182130,-0.136518,51.523269,Unknown,12/01/2020,"(51.523269, -0.136518)",http://opendatacommunities.org/id/london-borough-council/camden,2,13
Peppercorn Mimi Market,"26, Carnegie House",New End,,NW3 1JE,4613,Retailers - other,1181625,FHRS,5,5,10,4,03/09/2019,False,197542,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526524,186017,-0.176237,51.558856,Unknown,12/01/2020,"(51.558856, -0.176237)",http://opendatacommunities.org/id/london-borough-council/camden,8,54
Bleeding Heart Restaurant,,3-5 Bleeding Heart Yard,,EC1N 8SJ,1,Restaurant/Cafe/Canteen,424064,FHRS,0,10,10,4,01/07/2019,False,20176,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531461,181726,-0.106662,51.519157,Unknown,12/01/2020,"(51.519157, -0.106662)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Fab Food & Wine,,34 Primrose Hill Road,,NW3 3AD,4613,Retailers - other,425850,FHRS,10,10,5,3,18/06/2018,False,61585,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527551,184234,-0.162076,51.542601,Unknown,12/01/2020,"(51.542601, -0.162076)",http://opendatacommunities.org/id/london-borough-council/camden,1,5
Park Village Limited,,,,,1,Restaurant/Cafe/Canteen,1199664,FHRS,0,10,20,1,02/10/2019,False,196816,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
Classic Indian Cuisine,,218 Belsize Road,,NW6 4DJ,1,Restaurant/Cafe/Canteen,667799,FHRS,5,5,10,4,21/05/2019,False,5071,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525746,183859,-0.188225,51.539627,Unknown,12/01/2020,"(51.539627, -0.188225)",http://opendatacommunities.org/id/london-borough-council/camden,13,88
Lancaster Hotel,,4-6 Bedford Place,,WC1B 5JD,7842,Hotel/bed & breakfast/guest house,425073,FHRS,0,5,5,5,18/11/2019,False,46770,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530283,181784,-0.123609,51.51996,Unknown,12/01/2020,"(51.51996, -0.123609)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Costa,,86 Hatton Garden,,EC1N 8QQ,1,Restaurant/Cafe/Canteen,426291,FHRS,10,10,10,3,02/12/2019,False,70964,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531322,181781,-0.108643,51.519693,Unknown,12/01/2020,"(51.519693, -0.108643)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Crowndale In Licence,,8 Crowndale Road,,NW1 1TT,4613,Retailers - other,1020973,FHRS,10,10,10,3,01/12/2017,False,193887,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529507,183499,-0.134157,51.535542,Unknown,12/01/2020,"(51.535542, -0.134157)",http://opendatacommunities.org/id/london-borough-council/camden,16,118
Carilion Site Office,Street Record,Handyside Street,,N1C 4AY,1,Restaurant/Cafe/Canteen,708536,FHRS,5,5,10,4,14/11/2018,False,77994,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,530299,183641,-0.122691,51.536637,Unknown,12/01/2020,"(51.536637, -0.122691)",http://opendatacommunities.org/id/london-borough-council/camden,16,112
Mansfield Supermarket,,82 Mansfield Road,,NW3 2HU,4613,Retailers - other,424307,FHRS,5,10,5,4,03/02/2017,False,21912,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528035,185532,-0.154629,51.554148,Unknown,12/01/2020,"(51.554148, -0.154629)",http://opendatacommunities.org/id/london-borough-council/camden,7,45
Costa,University College Hospital,235 Euston Road,,NW1 2BU,1,Restaurant/Cafe/Canteen,425700,FHRS,0,5,10,4,24/01/2017,False,59749,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529348,182310,-0.136885,51.524893,Unknown,12/01/2020,"(51.524893, -0.136885)",http://opendatacommunities.org/id/london-borough-council/camden,2,13
The Old Post Office Bakery Ltd,Bloomsbury Market,Malet Street,,WC1E 7HY,7844,Takeaway/sandwich shop,985334,FHRS,10,5,10,3,07/11/2019,False,183572,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529753,182074,-0.131123,51.522687,Unknown,12/01/2020,"(51.522687, -0.131123)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Pret a Manger,,13 St Giles Square,,WC2H 8AP,1,Restaurant/Cafe/Canteen,1206113,FHRS,5,5,0,5,13/08/2019,False,196108,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529916,181340,-0.129059,51.516053,Unknown,12/01/2020,"(51.516053, -0.129059)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
The Place Theatre Bar,The Place Theatre,17 Duke's Road,,WC1H 9AB,7843,Pub/bar/nightclub,425368,FHRS,0,0,0,5,11/12/2017,False,54895,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,529895,182577,-0.128905,51.527169,Unknown,12/01/2020,"(51.527169, -0.128905)",http://opendatacommunities.org/id/london-borough-council/camden,14,101
Giovanni Rana,,17-19 Triton Street,,NW1 3BF,1,Restaurant/Cafe/Canteen,426169,FHRS,0,10,0,4,07/02/2017,False,68105,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528957,182317,-0.14251,51.525052,Unknown,12/01/2020,"(51.525052, -0.14251)",http://opendatacommunities.org/id/london-borough-council/camden,15,105
